trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,shape_dist_traveled
A20161106WKD_099000_3..N01R,16:53:30,16:53:30,236N,14,,0,0,
A20161106WKD_115000_3..N01R,19:31:30,19:31:30,236N,14,,0,0,
A20161106WKD_130650_3..N01R,22:08:00,22:08:00,236N,14,,0,0,
A20161106WKD_033950_3..N01R,06:01:30,06:01:30,236N,14,,0,0,
A20161106WKD_048750_3..N01R,08:32:00,08:32:00,236N,14,,0,0,
A20161106WKD_064700_3..N01R,11:11:30,11:11:30,236N,14,,0,0,
A20161106WKD_080600_3..N01R,13:50:30,13:50:30,236N,14,,0,0,
A20161106WKD_096400_3..N01R,16:26:30,16:26:30,236N,14,,0,0,
A20161106WKD_112550_3..N01R,19:08:00,19:08:00,236N,14,,0,0,
A20161106WKD_127600_3..N01R,21:37:30,21:37:30,236N,14,,0,0,
A20161106WKD_049450_3..N01R,08:38:00,08:38:00,236N,14,,0,0,
A20161106WKD_065700_3..N01R,11:19:30,11:19:30,236N,14,,0,0,
A20161106WKD_081400_3..N01R,13:58:30,13:58:30,236N,14,,0,0,
A20161106WKD_097200_3..N01R,16:34:30,16:34:30,236N,14,,0,0,
A20161106WKD_055000_3..N01R,09:32:30,09:32:30,236N,14,,0,0,
A20161106WKD_071000_3..N01R,12:14:30,12:14:30,236N,14,,0,0,
A20161106WKD_087000_3..N01R,14:54:30,14:54:30,236N,14,,0,0,
A20161106WKD_102900_3..N01R,17:32:30,17:32:30,236N,14,,0,0,
A20161106WKD_117800_3..N01R,20:00:30,20:00:30,236N,14,,0,0,
A20161106WKD_133650_3..N01R,22:38:00,22:38:00,236N,14,,0,0,
A20161106WKD_040600_3..N01R,07:08:30,07:08:30,236N,14,,0,0,
A20161106WKD_055600_3..N01R,09:38:30,09:38:30,236N,14,,0,0,
A20161106WKD_042350_3..N01R,07:27:30,07:27:30,236N,14,,0,0,
A20161106WKD_058400_3..N01R,10:06:30,10:06:30,236N,14,,0,0,
A20161106WKD_074200_3..N01R,12:46:30,12:46:30,236N,14,,0,0,
A20161106WKD_090200_3..N01R,15:26:30,15:26:30,236N,14,,0,0,
A20161106WKD_105650_3..N01R,18:01:30,18:01:30,236N,14,,0,0,
A20161106WKD_121200_3..N01R,20:33:30,20:33:30,236N,14,,0,0,
A20161106WKD_136750_3..N01R,23:09:30,23:09:30,236N,14,,0,0,
A20161106WKD_045700_3..N01R,07:59:30,07:59:30,236N,14,,0,0,
A20161106WKD_061700_3..N01R,10:41:30,10:41:30,236N,14,,0,0,
A20161106WKD_077400_3..N01R,13:18:30,13:18:30,236N,14,,0,0,
A20161106WKD_093100_3..N01R,15:54:30,15:54:30,236N,14,,0,0,
A20161106WKD_108350_3..N01R,18:26:30,18:26:30,236N,14,,0,0,
A20161106WKD_123800_3..N01R,21:01:00,21:01:00,236N,14,,0,0,
A20161106WKD_139150_3..N01R,23:33:30,23:33:30,236N,14,,0,0,
A20161106WKD_039650_3..N01R,06:58:30,06:58:30,236N,14,,0,0,
A20161106WKD_054300_3..N01R,09:26:30,09:26:30,236N,14,,0,0,
A20161106WKD_070200_3..N01R,12:06:30,12:06:30,236N,14,,0,0,
A20161106WKD_086200_3..N01R,14:46:30,14:46:30,236N,14,,0,0,
A20161106WKD_101650_3..N01R,17:19:30,17:19:30,236N,14,,0,0,
A20161106WKD_117050_3..N01R,19:53:30,19:53:30,236N,14,,0,0,
A20161106WKD_132650_3..N01R,22:28:00,22:28:00,236N,14,,0,0,
A20161106WKD_057600_3..N01R,09:58:30,09:58:30,236N,14,,0,0,
A20161106WKD_073400_3..N01R,12:38:30,12:38:30,236N,14,,0,0,
A20161106WKD_089400_3..N01R,15:18:30,15:18:30,236N,14,,0,0,
A20161106WKD_104650_3..N01R,17:49:30,17:49:30,236N,14,,0,0,
A20161106WKD_120250_3..N01R,20:25:00,20:25:00,236N,14,,0,0,
A20161106WKD_135600_3..N01R,22:58:00,22:58:00,236N,14,,0,0,
A20161106WKD_056800_3..N01R,09:50:30,09:50:30,236N,14,,0,0,
A20161106WKD_072600_3..N01R,12:30:30,12:30:30,236N,14,,0,0,
A20161106WKD_088600_3..N01R,15:10:30,15:10:30,236N,14,,0,0,
A20161106WKD_104000_3..N01R,17:44:00,17:44:00,236N,14,,0,0,
A20161106WKD_119550_3..N01R,20:17:00,20:17:00,236N,14,,0,0,
A20161106WKD_105100_3..N01R,17:55:30,17:55:30,236N,14,,0,0,
A20161106WKD_102200_3..N01R,17:26:00,17:26:00,236N,14,,0,0,
A20161106WKD_100600_3..N01R,17:11:30,17:11:30,236N,14,,0,0,
A20161106WKD_116500_3..N01R,19:46:30,19:46:30,236N,14,,0,0,
A20161106WKD_046350_3..N01R,08:07:30,08:07:30,236N,14,,0,0,
A20161106WKD_062500_3..N01R,10:47:30,10:47:30,236N,14,,0,0,
A20161106WKD_078200_3..N01R,13:26:30,13:26:30,236N,14,,0,0,
A20161106WKD_094000_3..N01R,16:02:30,16:02:30,236N,14,,0,0,
A20161106WKD_109250_3..N01R,18:37:00,18:37:00,236N,14,,0,0,
A20161106WKD_124600_3..N01R,21:09:00,21:09:00,236N,14,,0,0,
A20161106WKD_140350_3..N01R,23:45:30,23:45:30,236N,14,,0,0,
A20161106WKD_110050_3..N01R,18:43:30,18:43:30,236N,14,,0,0,
A20161106WKD_125600_3..N01R,21:17:30,21:17:30,236N,14,,0,0,
A20161106WKD_099650_3..N01R,16:59:30,16:59:30,236N,14,,0,0,
A20161106WKD_115800_3..N01R,19:39:30,19:39:30,236N,14,,0,0,
A20161106WKD_131650_3..N01R,22:18:00,22:18:00,236N,14,,0,0,
A20161106WKD_050500_3..N01R,08:48:30,08:48:30,236N,14,,0,0,
A20161106WKD_066300_3..N01R,11:28:30,11:28:30,236N,14,,0,0,
A20161106WKD_082200_3..N01R,14:06:30,14:06:30,236N,14,,0,0,
A20161106WKD_097850_3..N01R,16:41:30,16:41:30,236N,14,,0,0,
A20161106WKD_113350_3..N01R,19:15:30,19:15:30,236N,14,,0,0,
A20161106WKD_128600_3..N01R,21:47:30,21:47:30,236N,14,,0,0,
A20161106SAT_045000_3..N01R,07:52:30,07:52:30,236N,14,,0,0,
A20161106SAT_061800_3..N01R,10:40:30,10:40:30,236N,14,,0,0,
A20161106SAT_078600_3..N01R,13:28:30,13:28:30,236N,14,,0,0,
A20161106SAT_095400_3..N01R,16:16:30,16:16:30,236N,14,,0,0,
A20161106SAT_112200_3..N01R,19:04:30,19:04:30,236N,14,,0,0,
A20161106SAT_129200_3..N01R,21:54:00,21:54:00,236N,14,,0,0,
A20161106SAT_036550_3..N01R,06:26:30,06:26:30,236N,14,,0,0,
A20161106SAT_052200_3..N01R,09:04:30,09:04:30,236N,14,,0,0,
A20161106SAT_069000_3..N01R,11:52:30,11:52:30,236N,14,,0,0,
A20161106SAT_085800_3..N01R,14:40:30,14:40:30,236N,14,,0,0,
A20161106SAT_102600_3..N01R,17:28:30,17:28:30,236N,14,,0,0,
A20161106SAT_119600_3..N01R,20:18:00,20:18:00,236N,14,,0,0,
A20161106SAT_136400_3..N01R,23:05:00,23:05:00,236N,14,,0,0,
A20161106SAT_038050_3..N01R,06:42:00,06:42:00,236N,14,,0,0,
A20161106SAT_054600_3..N01R,09:28:30,09:28:30,236N,14,,0,0,
A20161106SAT_071400_3..N01R,12:16:30,12:16:30,236N,14,,0,0,
A20161106SAT_088200_3..N01R,15:04:30,15:04:30,236N,14,,0,0,
A20161106SAT_105000_3..N01R,17:52:30,17:52:30,236N,14,,0,0,
A20161106SAT_122000_3..N01R,20:42:00,20:42:00,236N,14,,0,0,
A20161106SAT_039250_3..N01R,06:54:00,06:54:00,236N,14,,0,0,
A20161106SAT_055800_3..N01R,09:40:30,09:40:30,236N,14,,0,0,
A20161106SAT_072600_3..N01R,12:28:30,12:28:30,236N,14,,0,0,
A20161106SAT_089400_3..N01R,15:16:30,15:16:30,236N,14,,0,0,
A20161106SAT_106200_3..N01R,18:04:30,18:04:30,236N,14,,0,0,
A20161106SAT_123200_3..N01R,20:54:00,20:54:00,236N,14,,0,0,
A20161106SAT_139000_3..N01R,23:31:00,23:31:00,236N,14,,0,0,
A20161106SAT_042700_3..N01R,07:29:30,07:29:30,236N,14,,0,0,
A20161106SAT_059400_3..N01R,10:16:30,10:16:30,236N,14,,0,0,
A20161106SAT_076200_3..N01R,13:04:30,13:04:30,236N,14,,0,0,
A20161106SAT_093000_3..N01R,15:52:30,15:52:30,236N,14,,0,0,
A20161106SAT_109800_3..N01R,18:40:30,18:40:30,236N,14,,0,0,
A20161106SAT_126800_3..N01R,21:30:00,21:30:00,236N,14,,0,0,
A20161106SAT_041650_3..N01R,07:18:00,07:18:00,236N,14,,0,0,
A20161106SAT_058200_3..N01R,10:04:30,10:04:30,236N,14,,0,0,
A20161106SAT_075000_3..N01R,12:52:30,12:52:30,236N,14,,0,0,
A20161106SAT_091800_3..N01R,15:40:30,15:40:30,236N,14,,0,0,
A20161106SAT_108600_3..N01R,18:28:30,18:28:30,236N,14,,0,0,
A20161106SAT_125600_3..N01R,21:18:00,21:18:00,236N,14,,0,0,
A20161106SAT_140400_3..N01R,23:45:00,23:45:00,236N,14,,0,0,
A20161106SAT_048600_3..N01R,08:28:30,08:28:30,236N,14,,0,0,
A20161106SAT_065400_3..N01R,11:16:30,11:16:30,236N,14,,0,0,
A20161106SAT_082200_3..N01R,14:04:30,14:04:30,236N,14,,0,0,
A20161106SAT_099000_3..N01R,16:52:30,16:52:30,236N,14,,0,0,
A20161106SAT_116000_3..N01R,19:42:00,19:42:00,236N,14,,0,0,
A20161106SAT_132800_3..N01R,22:30:00,22:30:00,236N,14,,0,0,
A20161106SAT_046200_3..N01R,08:04:30,08:04:30,236N,14,,0,0,
A20161106SAT_063000_3..N01R,10:52:30,10:52:30,236N,14,,0,0,
A20161106SAT_079800_3..N01R,13:40:30,13:40:30,236N,14,,0,0,
A20161106SAT_096600_3..N01R,16:28:30,16:28:30,236N,14,,0,0,
A20161106SAT_113500_3..N01R,19:17:00,19:17:00,236N,14,,0,0,
A20161106SAT_130400_3..N01R,22:06:00,22:06:00,236N,14,,0,0,
A20161106SAT_047400_3..N01R,08:16:30,08:16:30,236N,14,,0,0,
A20161106SAT_064200_3..N01R,11:04:30,11:04:30,236N,14,,0,0,
A20161106SAT_081000_3..N01R,13:52:30,13:52:30,236N,14,,0,0,
A20161106SAT_097800_3..N01R,16:40:30,16:40:30,236N,14,,0,0,
A20161106SAT_114800_3..N01R,19:30:00,19:30:00,236N,14,,0,0,
A20161106SAT_131600_3..N01R,22:18:00,22:18:00,236N,14,,0,0,
A20161106SAT_040450_3..N01R,07:06:00,07:06:00,236N,14,,0,0,
A20161106SAT_057000_3..N01R,09:52:30,09:52:30,236N,14,,0,0,
A20161106SAT_073800_3..N01R,12:40:30,12:40:30,236N,14,,0,0,
A20161106SAT_090600_3..N01R,15:28:30,15:28:30,236N,14,,0,0,
A20161106SAT_107400_3..N01R,18:16:30,18:16:30,236N,14,,0,0,
A20161106SAT_124400_3..N01R,21:06:00,21:06:00,236N,14,,0,0,
A20161106SAT_043800_3..N01R,07:40:30,07:40:30,236N,14,,0,0,
A20161106SAT_060600_3..N01R,10:28:30,10:28:30,236N,14,,0,0,
A20161106SAT_077400_3..N01R,13:16:30,13:16:30,236N,14,,0,0,
A20161106SAT_094200_3..N01R,16:04:30,16:04:30,236N,14,,0,0,
A20161106SAT_111000_3..N01R,18:52:30,18:52:30,236N,14,,0,0,
A20161106SAT_128000_3..N01R,21:42:00,21:42:00,236N,14,,0,0,
A20161106SAT_051000_3..N01R,08:52:30,08:52:30,236N,14,,0,0,
A20161106SAT_067800_3..N01R,11:40:30,11:40:30,236N,14,,0,0,
A20161106SAT_084600_3..N01R,14:28:30,14:28:30,236N,14,,0,0,
A20161106SAT_101400_3..N01R,17:16:30,17:16:30,236N,14,,0,0,
A20161106SAT_118400_3..N01R,20:06:00,20:06:00,236N,14,,0,0,
A20161106SAT_135200_3..N01R,22:53:00,22:53:00,236N,14,,0,0,
A20161106SAT_053400_3..N01R,09:16:30,09:16:30,236N,14,,0,0,
A20161106SAT_070200_3..N01R,12:04:30,12:04:30,236N,14,,0,0,
A20161106SAT_087000_3..N01R,14:52:30,14:52:30,236N,14,,0,0,
A20161106SAT_103800_3..N01R,17:40:30,17:40:30,236N,14,,0,0,
A20161106SAT_120800_3..N01R,20:30:00,20:30:00,236N,14,,0,0,
A20161106SAT_137600_3..N01R,23:17:00,23:17:00,236N,14,,0,0,
A20161106SAT_049800_3..N01R,08:40:30,08:40:30,236N,14,,0,0,
A20161106SAT_066600_3..N01R,11:28:30,11:28:30,236N,14,,0,0,
A20161106SAT_083400_3..N01R,14:16:30,14:16:30,236N,14,,0,0,
A20161106SAT_100200_3..N01R,17:04:30,17:04:30,236N,14,,0,0,
A20161106SAT_117200_3..N01R,19:54:00,19:54:00,236N,14,,0,0,
A20161106SAT_134000_3..N01R,22:42:00,22:42:00,236N,14,,0,0,
A20161106SUN_055800_3..N01R,09:40:30,09:40:30,236N,14,,0,0,
A20161106SUN_072600_3..N01R,12:28:30,12:28:30,236N,14,,0,0,
A20161106SUN_089400_3..N01R,15:16:30,15:16:30,236N,14,,0,0,
A20161106SUN_106200_3..N01R,18:04:30,18:04:30,236N,14,,0,0,
A20161106SUN_123200_3..N01R,20:53:30,20:53:30,236N,14,,0,0,
A20161106SUN_058200_3..N01R,10:04:30,10:04:30,236N,14,,0,0,
A20161106SUN_075000_3..N01R,12:52:30,12:52:30,236N,14,,0,0,
A20161106SUN_091800_3..N01R,15:40:30,15:40:30,236N,14,,0,0,
A20161106SUN_108600_3..N01R,18:28:30,18:28:30,236N,14,,0,0,
A20161106SUN_125600_3..N01R,21:17:30,21:17:30,236N,14,,0,0,
A20161106SUN_140400_3..N01R,23:45:00,23:45:00,236N,14,,0,0,
A20161106SUN_060600_3..N01R,10:28:30,10:28:30,236N,14,,0,0,
A20161106SUN_077400_3..N01R,13:16:30,13:16:30,236N,14,,0,0,
A20161106SUN_094200_3..N01R,16:04:30,16:04:30,236N,14,,0,0,
A20161106SUN_111000_3..N01R,18:52:30,18:52:30,236N,14,,0,0,
A20161106SUN_128000_3..N01R,21:41:30,21:41:30,236N,14,,0,0,
A20161106SUN_054600_3..N01R,09:28:30,09:28:30,236N,14,,0,0,
A20161106SUN_071400_3..N01R,12:16:30,12:16:30,236N,14,,0,0,
A20161106SUN_088200_3..N01R,15:04:30,15:04:30,236N,14,,0,0,
A20161106SUN_105000_3..N01R,17:52:30,17:52:30,236N,14,,0,0,
A20161106SUN_122000_3..N01R,20:41:30,20:41:30,236N,14,,0,0,
A20161106SUN_137600_3..N01R,23:17:00,23:17:00,236N,14,,0,0,
A20161106SUN_048350_3..N01R,08:25:30,08:25:30,236N,14,,0,0,
A20161106SUN_064200_3..N01R,11:04:30,11:04:30,236N,14,,0,0,
A20161106SUN_081000_3..N01R,13:52:30,13:52:30,236N,14,,0,0,
A20161106SUN_097800_3..N01R,16:40:30,16:40:30,236N,14,,0,0,
A20161106SUN_114600_3..N01R,19:28:30,19:28:30,236N,14,,0,0,
A20161106SUN_131600_3..N01R,22:17:30,22:17:30,236N,14,,0,0,
A20161106SUN_050350_3..N01R,08:44:30,08:44:30,236N,14,,0,0,
A20161106SUN_066600_3..N01R,11:28:30,11:28:30,236N,14,,0,0,
A20161106SUN_083400_3..N01R,14:16:30,14:16:30,236N,14,,0,0,
A20161106SUN_100200_3..N01R,17:04:30,17:04:30,236N,14,,0,0,
A20161106SUN_117200_3..N01R,19:53:30,19:53:30,236N,14,,0,0,
A20161106SUN_134050_3..N01R,22:41:30,22:41:30,236N,14,,0,0,
A20161106SUN_052050_3..N01R,09:01:30,09:01:30,236N,14,,0,0,
A20161106SUN_067800_3..N01R,11:40:30,11:40:30,236N,14,,0,0,
A20161106SUN_084600_3..N01R,14:28:30,14:28:30,236N,14,,0,0,
A20161106SUN_101400_3..N01R,17:16:30,17:16:30,236N,14,,0,0,
A20161106SUN_118400_3..N01R,20:05:30,20:05:30,236N,14,,0,0,
A20161106SUN_135200_3..N01R,22:53:00,22:53:00,236N,14,,0,0,
A20161106SUN_053350_3..N01R,09:14:30,09:14:30,236N,14,,0,0,
A20161106SUN_069000_3..N01R,11:52:30,11:52:30,236N,14,,0,0,
A20161106SUN_085800_3..N01R,14:40:30,14:40:30,236N,14,,0,0,
A20161106SUN_102600_3..N01R,17:28:30,17:28:30,236N,14,,0,0,
A20161106SUN_119600_3..N01R,20:17:30,20:17:30,236N,14,,0,0,
A20161106SUN_136400_3..N01R,23:05:00,23:05:00,236N,14,,0,0,
A20161106SUN_063000_3..N01R,10:52:30,10:52:30,236N,14,,0,0,
A20161106SUN_079800_3..N01R,13:40:30,13:40:30,236N,14,,0,0,
A20161106SUN_096600_3..N01R,16:28:30,16:28:30,236N,14,,0,0,
A20161106SUN_113400_3..N01R,19:16:30,19:16:30,236N,14,,0,0,
A20161106SUN_130400_3..N01R,22:05:30,22:05:30,236N,14,,0,0,
A20161106SUN_061800_3..N01R,10:40:30,10:40:30,236N,14,,0,0,
A20161106SUN_078600_3..N01R,13:28:30,13:28:30,236N,14,,0,0,
A20161106SUN_095400_3..N01R,16:16:30,16:16:30,236N,14,,0,0,
A20161106SUN_112200_3..N01R,19:04:30,19:04:30,236N,14,,0,0,
A20161106SUN_129200_3..N01R,21:53:30,21:53:30,236N,14,,0,0,
A20161106SUN_057000_3..N01R,09:52:30,09:52:30,236N,14,,0,0,
A20161106SUN_073800_3..N01R,12:40:30,12:40:30,236N,14,,0,0,
A20161106SUN_090600_3..N01R,15:28:30,15:28:30,236N,14,,0,0,
A20161106SUN_107400_3..N01R,18:16:30,18:16:30,236N,14,,0,0,
A20161106SUN_124400_3..N01R,21:05:30,21:05:30,236N,14,,0,0,
A20161106SUN_139000_3..N01R,23:31:00,23:31:00,236N,14,,0,0,
A20161106SUN_059400_3..N01R,10:16:30,10:16:30,236N,14,,0,0,
A20161106SUN_076200_3..N01R,13:04:30,13:04:30,236N,14,,0,0,
A20161106SUN_093000_3..N01R,15:52:30,15:52:30,236N,14,,0,0,
A20161106SUN_109800_3..N01R,18:40:30,18:40:30,236N,14,,0,0,
A20161106SUN_126800_3..N01R,21:29:30,21:29:30,236N,14,,0,0,
A20161106SUN_065400_3..N01R,11:16:30,11:16:30,236N,14,,0,0,
A20161106SUN_082200_3..N01R,14:04:30,14:04:30,236N,14,,0,0,
A20161106SUN_099000_3..N01R,16:52:30,16:52:30,236N,14,,0,0,
A20161106SUN_115900_3..N01R,19:40:30,19:40:30,236N,14,,0,0,
A20161106SUN_132800_3..N01R,22:29:30,22:29:30,236N,14,,0,0,
A20161106SUN_070200_3..N01R,12:04:30,12:04:30,236N,14,,0,0,
A20161106SUN_087000_3..N01R,14:52:30,14:52:30,236N,14,,0,0,
A20161106SUN_103800_3..N01R,17:40:30,17:40:30,236N,14,,0,0,
A20161106SUN_120800_3..N01R,20:29:30,20:29:30,236N,14,,0,0,
A20161106WKD_010800_4..N13R,02:10:00,02:10:00,236N,14,,0,0,
A20161106WKD_031350_4..N01R,05:35:30,05:35:30,236N,14,,0,0,
A20161106WKD_012800_4..N13R,02:30:00,02:30:00,236N,14,,0,0,
A20161106WKD_033450_4..N01R,05:56:30,05:56:30,236N,14,,0,0,
A20161106WKD_014800_4..N13R,02:50:00,02:50:00,236N,14,,0,0,
A20161106WKD_016800_4..N13R,03:10:00,03:10:00,236N,14,,0,0,
A20161106WKD_018800_4..N13R,03:30:00,03:30:00,236N,14,,0,0,
A20161106WKD_020800_4..N13R,03:50:00,03:50:00,236N,14,,0,0,
A20161106WKD_022800_4..N13R,04:10:00,04:10:00,236N,14,,0,0,
A20161106WKD_024800_4..N13R,04:30:00,04:30:00,236N,14,,0,0,
A20161106WKD_026800_4..N13R,04:50:00,04:50:00,236N,14,,0,0,
A20161106WKD_028700_4..N13R,05:09:00,05:09:00,236N,14,,0,0,
A20161106WKD_030150_4..N01R,05:23:30,05:23:30,236N,14,,0,0,
A20161106WKD_143500_4..N01R,24:17:00,24:17:00,236N,14,,0,0,
A20161106WKD_152800_4..N13R,25:50:00,25:50:00,236N,14,,0,0,
A20161106WKD_150800_4..N13R,25:30:00,25:30:00,236N,14,,0,0,
A20161106WKD_032550_4..N01R,05:47:30,05:47:30,236N,14,,0,0,
A20161106WKD_146100_4..N01R,24:43:00,24:43:00,236N,14,,0,0,
A20161106WKD_144400_4..N01R,24:26:00,24:26:00,236N,14,,0,0,
A20161106WKD_147850_4..N01R,25:00:30,25:00:30,236N,14,,0,0,
A20161106WKD_148800_4..N13R,25:10:00,25:10:00,236N,14,,0,0,
A20161106SAT_010850_4..N13R,02:09:30,02:09:30,236N,14,,0,0,
A20161106SAT_032850_4..N13R,05:49:30,05:49:30,236N,14,,0,0,
A20161106SAT_012850_4..N13R,02:29:30,02:29:30,236N,14,,0,0,
A20161106SAT_034450_4..N01R,06:05:30,06:05:30,236N,14,,0,0,
A20161106SAT_014850_4..N13R,02:49:30,02:49:30,236N,14,,0,0,
A20161106SAT_036050_4..N01R,06:21:30,06:21:30,236N,14,,0,0,
A20161106SAT_016850_4..N13R,03:09:30,03:09:30,236N,14,,0,0,
A20161106SAT_146000_4..N01R,24:41:00,24:41:00,236N,14,,0,0,
A20161106SAT_018850_4..N13R,03:29:30,03:29:30,236N,14,,0,0,
A20161106SAT_020850_4..N13R,03:49:30,03:49:30,236N,14,,0,0,
A20161106SAT_022850_4..N13R,04:09:30,04:09:30,236N,14,,0,0,
A20161106SAT_150850_4..N13R,25:29:30,25:29:30,236N,14,,0,0,
A20161106SAT_024850_4..N13R,04:29:30,04:29:30,236N,14,,0,0,
A20161106SAT_026850_4..N13R,04:49:30,04:49:30,236N,14,,0,0,
A20161106SAT_028850_4..N13R,05:09:30,05:09:30,236N,14,,0,0,
A20161106SAT_030850_4..N13R,05:29:30,05:29:30,236N,14,,0,0,
A20161106SAT_152850_4..N13R,25:49:30,25:49:30,236N,14,,0,0,
A20161106SAT_144850_4..N01R,24:29:30,24:29:30,236N,14,,0,0,
A20161106SAT_147900_4..N01R,25:00:00,25:00:00,236N,14,,0,0,
A20161106SAT_148850_4..N13R,25:09:30,25:09:30,236N,14,,0,0,
A20161106SUN_010850_4..N13R,02:09:30,02:09:30,236N,14,,0,0,
A20161106SUN_032850_4..N13R,05:49:30,05:49:30,236N,14,,0,0,
A20161106SUN_012850_4..N13R,02:29:30,02:29:30,236N,14,,0,0,
A20161106SUN_034850_4..N13R,06:09:30,06:09:30,236N,14,,0,0,
A20161106SUN_150800_4..N13R,25:29:00,25:29:00,236N,14,,0,0,
A20161106SUN_014850_4..N13R,02:49:30,02:49:30,236N,14,,0,0,
A20161106SUN_036850_4..N01R,06:29:30,06:29:30,236N,14,,0,0,
A20161106SUN_016850_4..N13R,03:09:30,03:09:30,236N,14,,0,0,
A20161106SUN_038850_4..N01R,06:49:30,06:49:30,236N,14,,0,0,
A20161106SUN_152800_4..N13R,25:49:00,25:49:00,236N,14,,0,0,
A20161106SUN_018850_4..N13R,03:29:30,03:29:30,236N,14,,0,0,
A20161106SUN_040000_4..N01R,07:01:00,07:01:00,236N,14,,0,0,
A20161106SUN_020850_4..N13R,03:49:30,03:49:30,236N,14,,0,0,
A20161106SUN_041500_4..N01R,07:16:00,07:16:00,236N,14,,0,0,
A20161106SUN_022850_4..N13R,04:09:30,04:09:30,236N,14,,0,0,
A20161106SUN_043000_4..N01R,07:31:00,07:31:00,236N,14,,0,0,
A20161106SUN_024850_4..N13R,04:29:30,04:29:30,236N,14,,0,0,
A20161106SUN_044500_4..N01R,07:46:00,07:46:00,236N,14,,0,0,
A20161106SUN_026850_4..N13R,04:49:30,04:49:30,236N,14,,0,0,
A20161106SUN_046000_4..N01R,08:01:00,08:01:00,236N,14,,0,0,
A20161106SUN_028850_4..N13R,05:09:30,05:09:30,236N,14,,0,0,
A20161106SUN_030850_4..N13R,05:29:30,05:29:30,236N,14,,0,0,
A20161106SUN_145900_4..N01R,24:40:00,24:40:00,236N,14,,0,0,
A20161106SUN_047500_4..N01R,08:16:00,08:16:00,236N,14,,0,0,
A20161106SUN_148800_4..N13R,25:09:00,25:09:00,236N,14,,0,0,
A20161106SUN_147850_4..N01R,24:59:30,24:59:30,236N,14,,0,0,
